experiment_id,test_id,wasa95
20250106-110416_709c4801,4314139,0.23076923076923078
20250106-110416_709c4801,4426783,0.6956521739130435
20250106-110416_709c4801,46343,0.5595238095238095
20250106-110416_709c4801,5132496,0.6875
20250106-110416_709c4801,5498603,0.18269230769230768
20250106-110416_709c4801,5797046,0.11392405063291139
20250106-110416_709c4801,6220552,0.38461538461538464
20250106-110416_709c4801,759667,0.5882352941176471
20250106-110416_709c4801,781756,0.10975609756097561
20250106-110416_709c4801,8000685,0.6666666666666666
20250106-110416_709c4801,8173033,0.6551724137931034
20250106-110416_709c4801,844359,0.4945054945054945
20250106-110416_709c4801,8530312,0.10526315789473684
20250106-110416_709c4801,8686948,0.8775510204081632
20250106-110416_709c4801,8692923,0.8545454545454545
20250106-110416_709c4801,9106476,0.2988505747126437
20250106-110416_709c4801,9618981,0.27956989247311825
20250106-110416_709c4801,9961348,0.6231884057971014
20250106-160601_b1680b0e,1066528,0.427536231884058
20250106-160601_b1680b0e,1360686,0.6559139784946236
20250106-160601_b1680b0e,1449548,0.29896907216494845
20250106-160601_b1680b0e,1455390,0.38095238095238093
20250106-160601_b1680b0e,1818471,0.9
20250106-160601_b1680b0e,2598705,0.8571428571428571
20250106-160601_b1680b0e,2638030,0.6585365853658537
20250106-160601_b1680b0e,3509524,0.7884615384615384
20250106-160601_b1680b0e,3997827,0.96
20250106-160601_b1680b0e,4018081,0.9014084507042254
20250106-160601_b1680b0e,4314139,0.41346153846153844
20250106-160601_b1680b0e,4426783,0.7391304347826086
20250106-160601_b1680b0e,46343,0.8214285714285714
20250106-160601_b1680b0e,5132496,0.6875
20250106-160601_b1680b0e,5498603,0.49038461538461536
20250106-160601_b1680b0e,5797046,0.02531645569620253
20250106-160601_b1680b0e,6220552,0.4423076923076923
20250106-160601_b1680b0e,759667,0.8823529411764706
20250106-160601_b1680b0e,781756,0.32926829268292684
20250106-160601_b1680b0e,8000685,0.5757575757575758
20250106-160601_b1680b0e,8173033,0.8275862068965517
20250106-160601_b1680b0e,844359,0.5164835164835165
20250106-160601_b1680b0e,8530312,0.3157894736842105
20250106-160601_b1680b0e,8686948,0.5306122448979592
20250106-160601_b1680b0e,8692923,0.7636363636363637
20250106-160601_b1680b0e,9106476,0.14942528735632185
20250106-160601_b1680b0e,9618981,0.46236559139784944
20250106-160601_b1680b0e,9961348,0.8260869565217391
20250113-112256_bce788cb,1066528,0.427536231884058
20250113-112256_bce788cb,1360686,0.5591397849462365
20250113-112256_bce788cb,1449548,0.3917525773195876
20250113-112256_bce788cb,1455390,0.4523809523809524
20250113-112256_bce788cb,1818471,0.6
20250113-112256_bce788cb,2598705,0.07142857142857142
20250113-112256_bce788cb,2638030,0.6585365853658537
20250113-112256_bce788cb,3509524,0.8269230769230769
20250113-112256_bce788cb,3997827,1.0
20250113-112256_bce788cb,4018081,0.9436619718309859
20250113-112256_bce788cb,4314139,0.4326923076923077
20250113-112256_bce788cb,4426783,0.6666666666666666
20250113-112256_bce788cb,46343,0.8452380952380952
20250113-112256_bce788cb,5132496,0.75
20250113-112256_bce788cb,5498603,0.25
20250113-112256_bce788cb,5797046,0.05063291139240506
20250113-112256_bce788cb,6220552,0.038461538461538464
20250113-112256_bce788cb,759667,0.8823529411764706
20250113-112256_bce788cb,781756,0.5487804878048781
20250113-112256_bce788cb,8000685,0.7878787878787878
20250113-112256_bce788cb,8173033,0.896551724137931
20250113-112256_bce788cb,844359,0.5824175824175825
20250113-112256_bce788cb,8530312,0.6842105263157895
20250113-112256_bce788cb,8686948,0.9795918367346939
20250113-112256_bce788cb,8692923,0.6454545454545455
20250113-112256_bce788cb,9106476,0.1724137931034483
20250113-112256_bce788cb,9618981,0.3978494623655914
20250113-112256_bce788cb,9961348,0.8115942028985508
20250117-102951_d76f6a04,1066528,0.4492753623188406
20250117-102951_d76f6a04,1360686,0.25806451612903225
20250117-102951_d76f6a04,1449548,0.5051546391752577
20250117-102951_d76f6a04,1455390,0.4880952380952381
20250117-102951_d76f6a04,1818471,1.0
20250117-102951_d76f6a04,2598705,0.7857142857142857
20250117-102951_d76f6a04,2638030,0.6178861788617886
20250117-102951_d76f6a04,3509524,0.8461538461538461
20250117-102951_d76f6a04,3997827,1.0
20250117-102951_d76f6a04,4018081,0.9154929577464789
20250117-102951_d76f6a04,4314139,0.5384615384615384
20250117-102951_d76f6a04,4426783,0.6956521739130435
20250117-102951_d76f6a04,46343,0.8333333333333334
20250117-102951_d76f6a04,5132496,0.75
20250117-102951_d76f6a04,5498603,0.36538461538461536
20250117-102951_d76f6a04,5797046,0.0379746835443038
20250117-102951_d76f6a04,6220552,0.019230769230769232
20250117-102951_d76f6a04,759667,0.8235294117647058
20250117-102951_d76f6a04,781756,0.2804878048780488
20250117-102951_d76f6a04,8000685,0.7272727272727273
20250117-102951_d76f6a04,8173033,0.9310344827586207
20250117-102951_d76f6a04,844359,0.6483516483516484
20250117-102951_d76f6a04,8530312,0.4473684210526316
20250117-102951_d76f6a04,8686948,0.8163265306122449
20250117-102951_d76f6a04,8692923,0.7363636363636363
20250117-102951_d76f6a04,9106476,0.1839080459770115
20250117-102951_d76f6a04,9618981,0.44086021505376344
20250117-102951_d76f6a04,9961348,0.7246376811594203
20250117-125812_babab24d,1066528,0.5144927536231884
20250117-125812_babab24d,1360686,0.5161290322580645
20250117-125812_babab24d,1449548,0.26804123711340205
20250117-125812_babab24d,1455390,0.44047619047619047
20250117-125812_babab24d,1818471,0.2
20250117-125812_babab24d,2598705,0.2857142857142857
20250117-125812_babab24d,2638030,0.6747967479674797
20250117-125812_babab24d,3509524,0.8461538461538461
20250117-125812_babab24d,3997827,0.92
20250117-125812_babab24d,4018081,0.8732394366197183
20250117-125812_babab24d,4314139,0.5
20250117-125812_babab24d,4426783,0.7391304347826086
20250117-125812_babab24d,46343,0.8452380952380952
20250117-125812_babab24d,5132496,0.59375
20250117-125812_babab24d,5498603,0.8365384615384616
20250117-125812_babab24d,5797046,0.12658227848101267
20250117-125812_babab24d,6220552,0.5384615384615384
20250117-125812_babab24d,759667,0.6470588235294118
20250117-125812_babab24d,781756,0.524390243902439
20250117-125812_babab24d,8000685,0.8787878787878788
20250117-125812_babab24d,8173033,0.5862068965517241
20250117-125812_babab24d,844359,0.6483516483516484
20250117-125812_babab24d,8530312,0.631578947368421
20250117-125812_babab24d,8686948,0.9591836734693877
20250117-125812_babab24d,8692923,0.7727272727272727
20250117-125812_babab24d,9106476,0.3563218390804598
20250117-125812_babab24d,9618981,0.3870967741935484
20250117-125812_babab24d,9961348,0.782608695652174
20250219-103113_8af87091,1066528,0.41304347826086957
20250219-103113_8af87091,1360686,0.7096774193548387
20250219-103113_8af87091,1449548,0.30927835051546393
20250219-103113_8af87091,1455390,0.2261904761904762
20250219-103113_8af87091,1818471,0.7
20250219-103113_8af87091,2598705,0.7142857142857143
20250219-103113_8af87091,2638030,0.6991869918699187
20250219-103113_8af87091,3509524,0.19230769230769232
20250219-103113_8af87091,3997827,0.8
20250219-103113_8af87091,4018081,0.7323943661971831
20250219-103113_8af87091,4314139,0.5769230769230769
20250219-103113_8af87091,4426783,0.7536231884057971
20250219-103113_8af87091,46343,0.40476190476190477
20250219-103113_8af87091,5132496,0.71875
20250219-103113_8af87091,5498603,0.8173076923076923
20250219-103113_8af87091,5797046,0.43037974683544306
20250219-103113_8af87091,6220552,0.5576923076923077
20250219-103113_8af87091,759667,0.6470588235294118
20250219-103113_8af87091,781756,0.6829268292682927
20250219-103113_8af87091,8000685,0.8181818181818182
20250219-103113_8af87091,8173033,0.3793103448275862
20250219-103113_8af87091,844359,0.6373626373626373
20250219-103113_8af87091,8530312,0.5
20250219-103113_8af87091,8686948,0.9387755102040817
20250219-103113_8af87091,8692923,0.6454545454545455
20250219-103113_8af87091,9106476,0.3218390804597701
20250219-103113_8af87091,9618981,0.3333333333333333
20250219-103113_8af87091,9961348,0.8405797101449275
